CSI Division,Subdivision Name,Manufacturer,Product,Red List Status,FSC Content,Recycled Content,Reference Project
12: Furnishings,12 00 00 Furnishings,Garrett Leather,Pearlessence,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 00 00 Furnishings,Garrett Leather,Newport Club,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 00 00 Furnishings,Garrett Leather,Mystique Croco,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 00 00 Furnishings,Garrett Leather,Mystique,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 00 00 Furnishings,Garrett Leather,Kenya,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 00 00 Furnishings,Garrett Leather,Glazed,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 00 00 Furnishings,Garrett Leather,Distressed,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 00 00 Furnishings,Garrett Leather,Dimoda Gatora,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 00 00 Furnishings,Garrett Leather,Dimoda Cobra,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 00 00 Furnishings,Garrett Leather,Dimoda,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 00 00 Furnishings,Garrett Leather,Chatham,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 00 00 Furnishings,Garrett Leather,Caressa,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 00 00 Furnishings,Garrett Leather,Cadence,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 00 00 Furnishings,Garrett Leather,Berkshire,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 00 00 Furnishings,Hamilton Sorter,Modular Casework,LBC Compliant,Unknown,Unknown,Unknown
12: Furnishings,12 00 00 Furnishings,Neil Kelly Cabinets,Naturally Northwest,LBC Compliant,Unknown,Unknown,Unknown
12: Furnishings,12 00 00 Furnishings,Sportworks Northwest Inc.,No Scratch Racks,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 00 00 Furnishings,Garrett Leather,Avion,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 20 00 Window Treatments,LouverShade LLC,Louvershade,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 20 00 Window Treatments,LouverShade LLC,Louvershade,LBC Compliant,Unknown,Unknown,Unknown
12: Furnishings,12 20 00 Window Treatments,Warema,Warema exterior blinds,LBC Compliant,Unknown,Unknown,Bullitt Center
12: Furnishings,12 22 00 Curtains & Drapes,Cascade Coil Drapery Inc.,Stainless Steel Coil Drapery,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 22 00 Curtains & Drapes,Cascade Coil Drapery Inc.,Steel Coil Drapery,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 22 00 Curtains & Drapes,Cascade Coil Drapery Inc.,Tin-Plated Steel Coil Drapery,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 22 00 Curtains & Drapes,Cascade Coil Drapery Inc.,Nickel-Plated Steel Coil Drapery,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 22 00 Curtains & Drapes,Cascade Coil Drapery Inc.,Aluminum Coil Drapery,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 24 13 Roller Window Shades,MechoSystems Inc.,Mecho/5 Urbanshade And Electroshade Systems With Acoustiveil Dimout Shadeclot,LBC Compliant,Unknown,Unknown,Unknown
12: Furnishings,12 24 13 Roller Window Shades,MechoSystems Inc.,Mecho/5 Urbanshade And Electroshade Systems With Acoustiveil Dimout Shadeclot,LBC Compliant,Unknown,Unknown,Unknown
12: Furnishings,12 24 13 Roller Window Shades,MechoSystems Inc.,Mecho/5 Urbanshade And Electroshade Systems With Acoustiveil Dimout Shadeclot,LBC Compliant,Unknown,Unknown,Unknown
12: Furnishings,12 24 13 Roller Window Shades,MechoSystems Inc.,Mecho/5 Urbanshade And Electroshade Systems With Acoustiveil Dimout Shadeclot,LBC Compliant,Unknown,Unknown,Unknown
12: Furnishings,12 36 13 Concrete Countertops,Tiger Mtn. Innovations,Trinity Glass countertops,LBC Compliant,Unknown,Unknown,Bullitt Center
12: Furnishings,12 36 61 Stone Countertops,Seieffe Corporation,Okite Quartz Surfacing,Unknown,Unknown,Unknown,Unknown
12: Furnishings,12 36 61 Stone Countertops,CaesarStone,Almond Rocca,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 48 13 Entrance Floor Mats and Frames,Babcock Davis,Environtread II G-212,LBC Compliant,Unknown,Unknown,Smith Environmental Classroom
12: Furnishings,12 48 13 Entrance Floor Mats and Frames,Turtle Plastics,entry mat,LBC Compliant,Unknown,Unknown,Smith Environmental Classroom
12: Furnishings,12 48 13 Entrance Floor Mats and Frames,Waterhog Floor Mats,WaterHog Mat,LBC Compliant,Unknown,Unknown,Smith Environmental Classroom
12: Furnishings,12 48 16 Entrance Floor Grilles,Arden Architectural,Arden EleGril SSU98 WalkUoff grill,LBC Compliant,Unknown,Unknown,Bullitt Center
12: Furnishings,12 48 19 Entrance Floor Gratings,Ohio Gratings,11-DT-4 Entry Grate,LBC Compliant,Unknown,Unknown,Smith Environmental Classroom
12: Furnishings,12 50 00 Furniture,Teknion,Zone Guest,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 50 00 Furniture,Teknion,Zone Guest,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 50 00 Furniture,Teknion,Zone Guest,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 50 00 Furniture,Teknion,Zone Guest,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 50 00 Furniture,David Edward,Aussie Lounge Chair,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 50 00 Furniture,Haworth Inc.,Compose,Red List Free,29%,0%,Unknown
12: Furnishings,12 50 00 Furniture,Northern Tool & Equipment,"2"" Rigid Plain Bearing Caster",LBC Compliant,Unknown,Unknown,Smith Environmental Classroom
12: Furnishings,12 51 00 Office Furniture,HBF,Heartfelt,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 52 19 Upholstered Seating,Gunlocke,Alti,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 52 23 Office Seating,Nightingale Corp,Cxo,Red List Free,0%,Unknown,Unknown
12: Furnishings,12 93 00 Site Furnishings,Dero,Dero Ultra space saver bike rack,LBC Compliant,Unknown,Unknown,Bullitt Center
12: Furnishings,12 93 13 Bicycle Racks,Forms+Surfaces,Bike Garden Bike Rack Model Skgar-391-Sm,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 13 Bicycle Racks,Forms+Surfaces,Bike Garden Bike Rack Model Skgar-344-Sm,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 13 Bicycle Racks,Forms+Surfaces,Bike Garden Bike Rack Model Skgar-300-Sm,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 13 Bicycle Racks,Forms+Surfaces,Bike Garden Bike Rack Model Skgar-254-Sm,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 13 Bicycle Racks,Forms+Surfaces,Bike Garden Bike Rack Model Skgar-208-Cip,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 13 Bicycle Racks,Forms+Surfaces,Bike Garden Bike Rack Model Skgar-162-Sm,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 13 Bicycle Racks,Forms+Surfaces,Bike Garden Bike Rack Model Skgar-391-Cip,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 13 Bicycle Racks,Forms+Surfaces,Bike Garden Bike Rack Model Skgar-344-Cip,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 13 Bicycle Racks,Forms+Surfaces,Bike Garden Bike Rack Model Skgar-300-Cip,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 13 Bicycle Racks,Forms+Surfaces,Bike Garden Bike Rack Model Skgar-254-Cip,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 13 Bicycle Racks,Forms+Surfaces,Bike Garden Bike Rack Model Skgar-208-Cip,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 13 Bicycle Racks,Forms+Surfaces,Summit Bike Rack Cast-In-Place,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 13 Bicycle Racks,Forms+Surfaces,Summit Bike Rack Surface Mount,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 13 Bicycle Racks,Forms+Surfaces,Bay City Bike Rack,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 13 Bicycle Racks,Sportwork,Sportwork bikerack,LBC Compliant,Unknown,Unknown,Bullitt Center
12: Furnishings,12 93 23 Trash And Litter Receptors,Forms+Surfaces,Urban Renaissance Receptacle 45-Gallon Side Opening Split-Stream Ash Lid,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 23 Trash And Litter Receptors,Forms+Surfaces,Urban Renaissance Receptacle 45-Gallon Side Opening Split-Stream,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 23 Trash And Litter Receptors,Forms+Surfaces,Urban Renaissance Receptacle 45-Gallon Side Opening Ash Lid,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 23 Trash And Litter Receptors,Forms+Surfaces,Urban Renaissance Receptacle 45-Gallon Side Opening,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 23 Trash And Litter Receptors,Forms+Surfaces,Urban Renaissance Receptacle 45-Gallon Top Opening,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 23 Trash And Litter Receptors,Forms+Surfaces,Urban Renaissance Receptacle 36-Gallon Side Opening Split-Stream Ash Lid,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 23 Trash And Litter Receptors,Forms+Surfaces,Urban Renaissance Receptacle 36-Gallon Side Opening Split-Stream,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 23 Trash And Litter Receptors,Forms+Surfaces,Urban Renaissance Receptacle 36-Gallon Opening Recycle Bin Ash Lid,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 23 Trash And Litter Receptors,Forms+Surfaces,Urban Renaissance Receptacle 36-Gallon Side Opening Recycle Bin,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 23 Trash And Litter Receptors,Forms+Surfaces,Urban Renaissance Receptacle 36-Gallon Side Opening Ash Lid,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 23 Trash And Litter Receptors,Forms+Surfaces,Urban Renaissance Receptacle 36-Gallon Side Opening,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 23 Trash And Litter Receptors,Forms+Surfaces,Urban Renaissance Receptacle 36-Gallon Top Opening,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 23 Trash And Litter Receptors,Forms+Surfaces,Knight Litter Receptacle 30-Gallon Powdercoat,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Trio Bench 8-Foot Backless Extruded Aluminum Slats 3 Intermediate Armrests,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Trio Bench 8-Foot Backed Extruded Aluminum Slats 3 Intermediate Armrests,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Trio Bench 8-Foot Backless Extruded Aluminum Slats 2 Intermediate Armrests,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Trio Bench 8-Foot Backed Extruded Aluminum Slats 2 Intermediate Armrests,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Trio Bench 8-Foot Backless Extruded Aluminum Slats 1 Intermediate Armrest,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Trio Bench 8-Foot Backed Extruded Aluminum Slats 1 Intermediate Armrest,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Trio Bench 8-Foot Backless Extruded Aluminum Slats,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Trio Bench 8-Foot Backed Extruded Aluminum Slats,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Trio Bench 6-Foot Backless Fsc 100% Ipe Wood Slats 2 Intermediate Armrests,Red List Free,47%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Trio Bench 6-Foot Backless Extruded Aluminum Slats 2 Intermediate Armrests,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Trio Bench 6-Foot Backed Fsc 100% Ipe Wood Slats 2 Intermediate Armrests,Red List Free,61%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Trio Bench 6-Foot Backed Extruded Aluminum Slats 2 Intermediate Armrests,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Trio Bench 6-Foot Backless Fsc 100% Ipe Wood Slats 1 Intermediate Armrest,Red List Free,48%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Trio Bench 6-Foot Backless Extruded Aluminum Slats 1 Intermediate Armrest,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Trio Bench 6-Foot Backed Fsc 100% Ipe Wood Slats 1 Intermediate Armrest,Red List Free,62%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Trio Bench 6-Foot Backed Extruded Aluminum Slats 1 Intermediate Armrest,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Trio Bench 6-Foot Backless Fsc 100% Ipe Wood Slats,Red List Free,50%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Trio Bench 6-Foot Backless Extruded Aluminum Slats,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Trio Bench 6-Foot Backed Fsc 100% Ipe Wood Slats,Red List Free,64%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Trio Bench 6-Foot Backed Extruded Aluminum Slats,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Ratio Bench Backless With Stainless Steel Powdercoat Finish,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Ratio Bench Backless With Stainless Steel Satin Finish,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Ratio Bench Backless With Stainless Steel Sandstone Finish,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Ratio Bench Backed With Stainless Steel Powdercoated Finish,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Ratio Bench Backed With Stainless Steel Satin Finish,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Ratio Bench Backed With Stainless Steel Sandstone Finish,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 12-Foot Backless 3 Arms Surface Mount,Red List Free,44%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 12-Foot Full Back 3 Arms Freestanding,Red List Free,50%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 12-Foot Full Back 3 Arms Surface Mount,Red List Free,50%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 12-Foot Short Back 3 Arms Surface Mount,Red List Free,46%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 12-Foot Short Back 3 Arms Freestanding,Red List Free,46%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 12-Foot Backless 2 Arms Surface Mount,Red List Free,46%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 8-Foot Backless 2 Arms Surface Mount,Red List Free,42%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 12-Foot Full Back 2 Arms Freestanding,Red List Free,51%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 12-Foot Full Back 2 Arms Surface Mount,Red List Free,50%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 12-Foot Short Back 2 Arms Surface Mount,Red List Free,47%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 8-Foot Short Back 2 Arms Freestanding,Red List Free,48%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 8-Foot Full Back 2 Arms Surface Mount,Red List Free,39%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 12-Foot Short Back 2 Arms Freestanding,Red List Free,47%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 8-Foot Short Back 2 Arms Surface Mount,Red List Free,46%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 12-Foot Backless No Arms Surface Mount,Red List Free,48%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 8-Foot Backless No Arms Surface Mount,Red List Free,46%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 12-Foot Full Back No Arms Freestanding,Red List Free,52%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 12-Foot Full Back No Arms Surface Mount,Red List Free,52%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 12-Foot Short Back No Arms Surface Mount,Red List Free,49%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 8-Foot Full Back No Arms Freestanding,Red List Free,51%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 8-Foot Short Back No Arms Freestanding,Red List Free,48%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 8-Foot Full Back No Arms Surface Mount,Red List Free,51%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 12-Foot Short Back No Arms Freestanding,Red List Free,49%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Pacifica Bench 8-Foot Short Back No Arms Surface Mount,Red List Free,48%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Leda Bench Curved Backless 4-Seat 96"" Long With No Arms",Red List Free,Unknown,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Leda Bench Curved Backless 3-Seat 72"" Long With No Arms",Red List Free,Unknown,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Leda Bench Straight Backless 3-Seat 72"" Long With No Arms",Red List Free,Unknown,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Leda Bench Straight Backless 4-Seat 96"" Long With No Arms",Red List Free,Unknown,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Leda Bench Backed 4-Seat With Arms,Red List Free,Unknown,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Leda Bench Backed 4-Seat With No Arms,Red List Free,Unknown,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Leda Bench Backed 3-Seat With No Arms,Red List Free,Unknown,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Leda Bench Backed 3-Seat With Arms,Red List Free,Unknown,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Knight Bench Reclaimed Teak Hardwood Slats 72"" Backless No Arms",Red List Free,48%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Knight Bench Reclaimed Teak Hardwood Slats 72"" Backless 2 Arms",Red List Free,45%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Knight Bench Reclaimed Teak Hardwood Slats 72"" Backed No Arms",Red List Free,57%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Knight Bench Reclaimed Teak Hardwood Slats 72"" Backed 2 Arms",Red List Free,55%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Knight Bench Ipe Hardwood Slats 96"" Backless 3 Arms",Red List Free,53%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Knight Bench Ipe Hardwood Slats 96"" Backless No Arms",Red List Free,55%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Knight Bench Ipe Hardwood Slats 96"" Backless 2 Arms",Red List Free,54%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Knight Bench Ipe Hardwood Slats 96"" Backed 3 Arms",Red List Free,63%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Knight Bench Ipe Hardwood Slats 96"" Backed No Arms",Red List Free,65%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Knight Bench Ipe Hardwood Slats 96"" Backed 2 Arms",Red List Free,64%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Knight Bench Ipe Hardwood Slats 72"" Backless No Arms",Red List Free,55%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Knight Bench Ipe Hardwood Slats 72"" Backless 2 Arms",Red List Free,53%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Knight Bench Ipe Hardwood Slats 72"" Backed No Arms",Red List Free,64%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Knight Bench Ipe Hardwood Slats 72"" Backed 2 Arms",Red List Free,63%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Hudson Bench 96"" Freestanding",Red List Free,100%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Hudson Bench 72"" Freestanding",Red List Free,100%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Hudson Bench 96"" Surface Mount",Red List Free,Unknown,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,"Hudson Bench 72"" Surface Mount",Red List Free,Unknown,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Sandstone Stainless Steel Bench Slab With Square Concrete Bench End,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Sandstone Stainless Steel Bench Slab With Quarter Round Concrete Bench End,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Sandstone Stainless Steel Bench Slab With Half Round Concrete Bench End W/ Smoking Urn,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Sandstone Stainless Steel Bench Slab With Half Round Concrete Bench End,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Powdercoated Stainless Steel Bench Slab With Square Concrete Bench End,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Powdercoated Stainless Steel Bench Slab With Quarter Round Concrete Bench End,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Powdercoated Stainless Steel Bench Slab With Half Round Concrete Bench End With Smoking Urn,Red List Free,Unknown,Unknown,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Powdercoated Stainless Steel Bench Slab With Half Round Concrete Bench End,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Stainless Steel Satin Bench Slab With Square Concrete Bench End,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Stainless Steel Satin Bench Slab With Quarter Round Concrete Bench End,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Stainless Steel Satin Bench Slab With Half Round Concrete Bench End W/ Smoking Urn,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Stainless Steel Satin Bench Slab With Half Round Concrete Bench End,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Sandstone Stainless Steel Bench With Integral Ends,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Powdercoated Stainless Steel Bench With Integral Ends,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Foundation Bench Stainless Steel Satin Bench With Integral Ends,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Jatoba Hardwood Seat & End Surface Mounted Polished Stainless Steel Frame,Red List Free,100%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Jatoba Hardwood Seat & End Surface Mounted Powdercoated Stainless Steel Frame,Red List Free,100%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Copenhagen Bench Ipe Hardwood Slats,Red List Free,100%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Circuit Bench Fsc Recycled Reclaimed Teak Hardwood Slat Seat,Red List Free,40%,40%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Camber Bench 8-Foot Extruded Aluminum Slats Powdercoated,Red List Free,0%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Camber Bench 8-Foot Extruded Aluminum Slats Anodized,Red List Free,Unknown,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Camber Bench 6-Foot Ipe Hardwood Slats,Red List Free,100%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Camber Bench 6-Foot Extruded Aluminum Slats Powdercoat,Red List Free,Unknown,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Camber Bench 6-Foot Extruded Aluminum Slats Anodized,Red List Free,Unknown,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Bridge Bench Curved Solid Cherry-Stained Maple Seat,Red List Free,Unknown,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Bridge Bench Curved Solid Mahogany Seat,Red List Free,Unknown,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Bridge Bench Curved Ipe Hardwood Seat,Red List Free,100%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Bridge Bench Straight Solid Cherry-Stained Maple Seat,Red List Free,Unknown,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Bridge Bench Straight Solid Mahogany Seat,Red List Free,Unknown,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Bridge Bench Straight Ipe Hardwood Seat,Red List Free,100%,0%,Unknown
12: Furnishings,12 93 43 Site Seating,Forms+Surfaces,Boardwalk Bench Fsc Recycled Reclaimed Cumaru Hardwood Slats Surface Mount Two Seat Dividers,Red List Free,28%,28%,Unknown
